,İplik Numarası,Renk Kodu,1 gram İpin metrajı (m),Toplam Bobin Sayısı,Tel Sayısı,Ort. Bobin Ağırlığı(g),Band Sayısı,Bobin Sayısı,Artan Bobin,Max Uzunluk,Yeni İplik Numarası
0,150DN,natural,59.0,520.0,7040.0,5210.0,14.0,503.0,17.0,21794.046875,152.54DN
